[1, 4, 0, 4, 2, 0, 0]
[1, 5, 2, 4, 2, 0, 2]
[1, 6, 2, 4, 2, 0, 6]
[1, 7, 2, 5, 2, 2, 6]
[1, 4, 4, 2, 0, 0, 0]
[1, 6, 4, 4, 2, 1, 4]
[2, 3, 2, 0, 1, 0, 0]
[1, 8, 4, 4, 0, 4, 8]
[132, 195/11, 943/66, 811/66, 65/6, 697/66, 222/11]
[48, 203/12, 83/6, 113/12, 38/3, 73/6, 65/3]
[6, 11, 19/2, 16/3, 22/3, 8/3, 25/3]
[2, 7, 6, 2, 1, 0, 0]
[1, 12, 8, 8, 4, 4, 8]
[32, 5, 3, 5/2, 3/2, 0, 3]
[1, 11, 6, 8, 4, 2, 6]
[1, 10, 6, 6, 2, 1, 6]
[1, 10, 6, 6, 2, 0, 6]
[1, 8, 8, 4, 2, 0, 2]
[2, 9, 4, 4, 3, 0, 6]
[1, 11, 6, 7, 2, 3, 6]
[2, 9, 4, 4, 3, 1, 6]
[1, 8, 8, 4, 0, 0, 0]
[2, 8, 4, 4, 3, 0, 2]
[1, 13, 6, 9, 4, 5, 10]
[1, 8, 8, 4, 0, 1, 0]
[2, 6, 4, 0, 3, 0, 0]
[1, 8, 8, 4, 0, 0, 0]
[6, 10, 29/3, 16/3, 16/3, 2, 22/3]
[1, 8, 8, 4, 0, 0, 0]
[1, 14, 4, 10, 4, 9, 12]
[2, 8, 4, 4, 3, 0, 2]
[1, 12, 4, 8, 4, 2, 12]
[1, 12, 4, 8, 8, 0, 16]
[1, 12, 6, 8, 4, 2, 10]
[1, 8, 8, 4, 0, 0, 0]
[1, 6, 0, 7, 4, 2, 0]
[1, 12, 4, 9, 4, 3, 8]
[2, 6, 4, 0, 2, 0, 0]
[1, 9, 6, 6, 2, 0, 2]
[1, 11, 4, 8, 4, 0, 8]
[1, 9, 6, 6, 4, 0, 4]
[2, 9, 4, 4, 3, 1, 6]
[1, 8, 8, 4, 0, 0, 0]
[2, 7, 6, 2, 1, 1/2, 0]
[2, 11, 6, 4, 1, 5, 8]
[1, 10, 4, 8, 4, 1, 4]
[2, 9, 6, 3, 2, 3/2, 7/2]
[2, 7, 6, 7/2, 0, 3, 2]
[1, 11, 4, 8, 4, 1, 8]
[1, 9, 6, 6, 2, 1, 2]
[1, 10, 8, 6, 2, 2, 4]
[1, 12, 4, 8, 4, 4, 12]
[1, 13, 4, 9, 4, 5, 12]
[2, 10, 4, 5, 3, 2, 6]
[2, 6, 4, 3, 1, 1, 3]
[1, 10, 4, 8, 4, 0, 4]
[1, 12, 4, 8, 4, 0, 12]
[1, 12, 8, 6, 0, 6, 8]
[9, 88/9, 77/9, 64/9, 14/3, 20/9, 22/3]
[1, 8, 0, 10, 6, 4, 0]
[8, 15, 18, 12, 12, 5, 16]
[1, 13, 4, 9, 4, 4, 12]
[1, 12, 4, 8, 4, 2, 12]
[1, 10, 6, 6, 2, 2, 6]
[2, 6, 4, 0, 2, 0, 1]
[1, 11, 6, 7, 2, 4, 6]
[1, 7, 2, 7, 4, 2, 2]
[1, 12, 8, 6, 0, 4, 8]
[1, 9, 6, 6, 2, 1, 2]
[1, 14, 6, 8, 2, 8, 14]
[1, 9, 6, 6, 2, 1, 2]
[2, 7, 2, 4, 3, 1, 0]
[1, 8, 2, 6, 2, 2, 7]
[1, 11, 4, 8, 4, 2, 8]
[1, 13, 4, 9, 4, 6, 12]
[8, 16, 18, 12, 25/2, 6, 17]
[1, 14, 4, 12, 6, 7, 14]
[1, 10, 4, 8, 7, 0, 6]
[1, 11, 6, 7, 2, 2, 6]
[2, 6, 4, 0, 2, 1, 0]
[2, 9, 6, 4, 3, 3/2, 4]
[1, 11, 4, 8, 4, 2, 8]
[1, 10, 8, 6, 2, 1, 4]
[2, 10, 4, 5, 3, 3, 6]
[2, 6, 4, 0, 2, 0, 0]
[1, 10, 4, 8, 4, 1, 4]
[8, 15, 18, 12, 12, 5, 16]
[1, 11, 4, 8, 4, 2, 8]
[1, 10, 8, 6, 2, 2, 4]
[2, 11, 10, 4, 3, 1, 2]
[2, 7, 2, 4, 3, 0, 0]
[1, 16, 16, 8, 8, 2, 8]
[1, 14, 10, 6, 9, 6, 16]
[1, 12, 4, 9, 4, 4, 8]
[2, 10, 4, 5, 3, 3, 6]
[1, 14, 10, 6, 7, 7, 14]
[2, 6, 4, 0, 2, 1, 0]
[8, 33/2, 39/2, 12, 27/2, 11/2, 35/2]
[1, 9, 6, 6, 2, 0, 2]
[1, 10, 6, 6, 4, 0, 8]
[2, 8, 4, 4, 3, 1/2, 2]
[2, 9, 6, 4, 3, 1, 4]
[1, 9, 2, 10, 6, 4, 2]
[1, 11, 6, 7, 2, 3, 6]
[1, 9, 2, 8, 4, 0, 2]
[1, 12, 4, 9, 4, 4, 8]
[2, 6, 4, 0, 2, 0, 0]
[2, 8, 4, 4, 3, 1, 2]
[1, 14, 4, 10, 4, 8, 12]
[1, 13, 6, 8, 2, 7, 10]
[2, 10, 4, 5, 3, 7/2, 6]
[2, 8, 4, 4, 3, 1, 2]
[2, 6, 4, 0, 2, 0, 0]
[4, 24, 32, 16, 32, 16, 32]
[1, 10, 4, 8, 4, 0, 4]
[1, 6, 4, 2, 0, 2, 3]
[10, 116/5, 96/5, 48/5, 138/5, 112/5, 144/5]
[1, 13, 6, 8, 2, 6, 10]
[1, 10, 2, 8, 4, 0, 6]
[1, 10, 8, 6, 4, 1, 6]
[1, 8, 4, 7, 4, 2, 4]
[1, 8, 4, 6, 2, 0, 0]
[1, 11, 4, 8, 4, 3, 8]
[1, 13, 8, 6, 9, 6, 14]
[1, 14, 10, 8, 6, 6, 18]
[1, 10, 4, 8, 4, 0, 4]
[2, 7, 2, 4, 3, 0, 0]
[1, 12, 6, 8, 4, 4, 10]
[2, 6, 4, 0, 2, 0, 0]
[1, 10, 4, 8, 4, 1, 4]
[1, 11, 6, 8, 4, 1, 6]
[1, 11, 2, 9, 4, 2, 6]
[1, 12, 4, 12, 6, 6, 0]
[1, 10, 2, 8, 4, 2, 6]
[1, 11, 6, 8, 4, 2, 6]
[1, 16, 8, 16, 8, 8, 16]
[1, 10, 2, 8, 4, 2, 6]
[1, 16, 8, 8, 0, 16, 16]
[1, 14, 8, 8, 2, 9, 12]
[1, 10, 4, 8, 6, 0, 7]
[1, 8, 4, 6, 2, 1, 0]
[1, 15, 6, 9, 2, 12, 14]
[1, 12, 4, 9, 4, 3, 8]
[1, 12, 4, 9, 4, 5, 8]
[1, 12, 4, 9, 4, 2, 8]
[8, 17, 19, 25/2, 25/2, 5, 17]
[1, 11, 2, 9, 4, 4, 6]
[8, 16, 19, 12, 13, 11/2, 17]
[1, 17, 14, 10, 10, 2, 10]
[1, 10, 4, 8, 4, 2, 4]
[1, 12, 4, 8, 2, 6, 8]
[2, 9, 6, 4, 3, 2, 4]
[1, 14, 12, 8, 6, 1, 8]
[1, 12, 4, 9, 4, 5, 8]
[1, 10, 4, 10, 6, 4, 4]
[1, 10, 4, 8, 4, 2, 4]
[1, 10, 4, 8, 4, 2, 4]
[1, 10, 4, 8, 4, 2, 4]
[2, 12, 8, 6, 5, 3/2, 4]
[1, 8, 0, 8, 4, 2, 0]
[1, 11, 6, 8, 4, 3, 6]
[1, 9, 2, 8, 4, 0, 2]
[1, 11, 6, 8, 4, 3, 6]
[1, 13, 6, 9, 4, 6, 10]
[1, 14, 10, 8, 4, 4, 8]
[1, 13, 6, 9, 4, 4, 10]
[1, 11, 6, 9, 4, 3, 2]
[1, 14, 4, 10, 4, 8, 12]
[1, 14, 4, 10, 4, 8, 12]
[1, 12, 4, 9, 4, 4, 8]
[1, 9, 2, 8, 4, 2, 2]
[1, 10, 4, 8, 4, 0, 4]
[1, 12, 4, 9, 4, 5, 8]
[1, 14, 8, 8, 9, 8, 16]
[1, 10, 4, 9, 4, 2, 8]
[1, 18, 12, 12, 13, 2, 12]
[1, 8, 0, 8, 4, 0, 0]
[1, 11, 6, 8, 4, 2, 6]
[1, 12, 8, 8, 4, 2, 8]
